urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale	q05	q95	n_syn_used	band_source	file_path
urn:mavedb:00000021-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	MPRA of a regulatory enhancer; scores are log2 variant expression effects from RNA/DNA regression, indicating reporter activity changes relative to reference/WT.	-0.4223780106499999	0.3823780106499999	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000021-a-1.scores.csv
urn:mavedb:00000022-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	MPRA of an enhancer; score is described as the log2 variant expression effect (linear model coefficient) from RNA/DNA counts, consistent with reporter activity relative to a WT/reference baseline.	-0.2882520071	0.2482520071	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000022-a-1.scores.csv
urn:mavedb:00000023-a-1	Activity	ActivitySubtype	REPORTER_ACTIVITY_REL	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ActivityInterpreter	[NA, NA]	False	False	False	False	Title and abstract describe promoter MPRA; methodText states the score is a log2 variant expression effect from a linear model, indicating reporter activity relative to WT.	-0.4545712837	0.3745712837	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000023-a-1.scores.csv
urn:mavedb:00000023-a-2	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Metadata describes a massively parallel reporter assay of a promoter with scores as log2 variant expression effects from a linear model (anchored to WT/reference), which matches MPRA reporter activity relative to WT.	-0.3570250993	0.2770250993	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000023-a-2.scores.csv
urn:mavedb:00000024-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Title and abstract describe an MPRA of a promoter; method text states the score is a log2 variant expression effect (linear model coefficient), implying relative reporter activity anchored to WT (~0 after log2). Thus, MPRA/REPORTER_ACTIVITY with WT=1:log2 and higher expression interpreted as higher function.	-0.1219327305	0.1219327305	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000024-a-1.scores.csv
urn:mavedb:00000025-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	MPRA on enhancer with scores defined as log2 variant expression effect from a linear model using DNA/RNA counts (methodText), indicating reporter activity measured relative to reference/WT construct.	-0.0975461844	0.0975461844	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000025-a-1.scores.csv
urn:mavedb:00000026-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Title/abstract describe an MPRA of an enhancer; method notes a linear model yielding log2 variant expression effects from RNA/DNA counts, i.e., reporter activity on a log2 scale relative to reference/WT.	-0.1707058227	0.1707058227	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000026-a-1.scores.csv
urn:mavedb:00000027-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Promoter MPRA; 'score' is a log2 variant expression effect from DNA/RNA counts via regression, consistent with reporter activity relative to WT (log2). 24h K562 assay; regulatory target.	-0.49492419505	0.50492419505	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000027-a-1.scores.csv
urn:mavedb:00000027-b-1	Activity	ActivitySubtype	REPORTER_ACTIVITY_REL	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ActivityInterpreter	[NA, NA]	False	False	False	False	Title/abstract describe a promoter MPRA; method states the score is a log2 variant expression effect (linear-model coefficient), i.e., reporter activity relative to the reference/WT baseline. Thus map to reporter activity relative to WT with log2 scale.	-0.5077309219999999	0.4677309219999999	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000027-b-1.scores.csv
urn:mavedb:00000028-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Title and abstract describe MPRA of an enhancer; methodText states the score is a log2 variant expression effect from RNA/DNA counts via linear model, implying reporter activity relative to a WT/neutral baseline (log2, WT≈0).	-0.1319327305	0.1119327305	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000028-a-1.scores.csv
urn:mavedb:00000029-b-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Experiment is an enhancer MPRA; method states score is the log2 variant expression effect (linear model coefficient) from DNA/RNA counts, implying effects are relative to a baseline WT sequence with 0~WT. Title and abstract explicitly describe MPRA reporter assay on SORT1 enhancer.	-0.3370250993	0.2970250993	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000029-b-1.scores.csv
urn:mavedb:00000029-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Enhancer MPRA with reporter readout; score defined as log2 variant expression effect from RNA/DNA regression, implying WT-anchored relative activity (0≈WT).	-0.4545712836999999	0.3745712837	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000029-a-1.scores.csv
urn:mavedb:00000029-a-2	Activity	ActivitySubtype	REPORTER_ACTIVITY_REL	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ActivityInterpreter	[NA, NA]	False	False	False	False	MPRA on a regulatory enhancer with scores defined as log2 variant expression effects from RNA/DNA counts via linear model, implying WT-anchored relative reporter activity where 0≈WT.	-0.4545712837	0.3745712837	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000029-a-2.scores.csv
urn:mavedb:00000030-a-1	Activity	ActivitySubtype	REPORTER_ACTIVITY_REL	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ActivityInterpreter	[NA, NA]	False	False	False	False	Title and abstract describe a promoter/enhancer MPRA; methodText specifies the score is a log2 variant expression effect from RNA/DNA counts via a linear model, indicating reporter activity relative to a reference (WT baseline).	-0.1319327304999999	0.1119327305	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000030-a-1.scores.csv
urn:mavedb:00000031-b-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Promoter MPRA; score is the log2 variant expression effect (linear-model coefficient) from RNA/DNA counts, indicating relative reporter activity vs reference/WT.	-0.4689578298	0.4089578297999999	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000031-b-1.scores.csv
urn:mavedb:00000031-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Promoter MPRA with score defined as log2 variant expression effect derived from RNA/DNA regression, indicating reporter activity relative to reference/WT.	-0.3326385531999999	0.2526385532	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000031-a-1.scores.csv
urn:mavedb:00000031-c-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Title and abstract explicitly state MPRA on a promoter; methodText says the score is a log2 variant expression effect from RNA vs DNA counts, implying reporter activity relative to WT with log2 scaling.	-0.4245712837	0.4045712837	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000031-c-1.scores.csv
urn:mavedb:00000031-d-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	Title and abstract describe a promoter MPRA; method states the score is a log2 variant expression effect from a linear model using DNA and RNA counts, indicating reporter activity relative to reference/WT.	-0.4933443759	0.4333443758999999	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000031-d-1.scores.csv
urn:mavedb:00000032-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	MPRA on enhancer; score described as 'Log2 variant expression effect' from linear model, implying WT-anchored relative reporter activity. Title and abstract explicitly indicate MPRA saturation mutagenesis of regulatory element.	-0.1463192766	0.1463192766	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000032-a-1.scores.csv
urn:mavedb:00000033-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	MPRA on an enhancer; score described as log2 variant expression effect from DNA/RNA counts via linear model, consistent with reporter activity relative to WT.	-0.1907058227	0.1507058227	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000033-a-1.scores.csv
urn:mavedb:00000034-a-1	MPRA	MPRASubtype	REPORTER_ACTIVITY	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	MPRAInterpreter	[NA, NA]	False	False	False	False	MPRA of a regulatory enhancer; methodText states the score is a log2 variant expression effect from RNA/DNA counts via linear model, consistent with reporter activity relative to reference/WT.	-0.0731596383	0.0731596383	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000034-a-1.scores.csv
urn:mavedb:00000034-b-1	Activity	ActivitySubtype	REPORTER_ACTIVITY_REL	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ActivityInterpreter	[NA, NA]	False	False	False	False	Enhancer MPRA with RNA/DNA-based linear model; 'score' is the log2 variant expression effect, implying reporter activity relative to WT (WT≈0 in log2 space).	-0.0731596383	0.0731596383	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000034-b-1.scores.csv
urn:mavedb:00000035-a-2	Complementation	ComplementationSubtype	YEAST	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ComplementationInterpreter	[NA, NA]	False	False	False	False	Short description explicitly states a functional complementation assay in yeast via DMS-TileSeq; mapping to Complementation/YEAST with WT-relative log2 scores and HIGHER_IS_FUNCTION is consistent. Presence of imputed scores (pred.score) does not change experimental assay semantics.	0.0	0.973765	748	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000035-a-2.scores.csv
urn:mavedb:00000035-a-3	Complementation	ComplementationSubtype	YEAST	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ComplementationInterpreter	[NA, NA]	False	False	False	False	Short description explicitly states a functional complementation assay in yeast (DMS-TileSeq) for HMGCR under atorvastatin, indicating yeast-based complementation with monotonic, WT-anchored relative functional scores. Presence of exp.score/pred.score columns does not change experimental assay semantics.	0.0	0.973655	748	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000035-a-3.scores.csv
urn:mavedb:00000035-a-1	Complementation	ComplementationSubtype	YEAST	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ComplementationInterpreter	[NA, NA]	False	False	False	False	ShortDescription explicitly states a functional complementation assay in yeast (DMS-TileSeq in rosuvastatin media). DatasetColumns include experimental scores (exp.score/exp.se). Complementation (YEAST) with WT-relative log2 scaling and higher-is-function best matches the assay semantics.	0.0	0.96892	748	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000035-a-1.scores.csv
urn:mavedb:00000036-a-1	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	False	False	False	False	ShortDescription states a Y2H assay with interactor OBFC1; datasetColumns include experimental scores. This maps to Interaction/TWO_HYBRID with higher signal indicating stronger interaction. No thresholds provided.	0.5473	0.987075	286	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000036-a-1.scores.csv
urn:mavedb:00000036-a-2	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	False	False	False	False	ShortDescription explicitly states a yeast two-hybrid (Y2H) assay with interactor AP2B1; datasetColumns include experimental and predicted scores but assay is Y2H, matching Interaction/TWO_HYBRID row with WT-centered, unitless scores.	0.23701	0.980785	282	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000036-a-2.scores.csv
urn:mavedb:00000037-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	EMPIRIC bulk growth competition in yeast; scores reflect mutation effects on growth/fitness (methodText, abstractText).	-0.02	0.02	75	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000037-a-1.scores.csv
urn:mavedb:00000038-b-2	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast display binding selection with FACS and deep sequencing quantifies enrichment/depletion of bound cells; methodText states EMPIRIC log ratios using ratio of E1-reactive to HA-displaying cells, and datasetColumns include raw 'log2 (E1react/display)'. Although a normalized 0–1 score is provided, the raw log2 enrichment column matches Fitness LOG2_ENRICHMENT semantics.	0.6373614468000001	1.2226385532	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000038-b-2.scores.csv
urn:mavedb:00000038-b-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast display selection for E1 binding quantified by EMPIRIC log ratios (E1-reactive/display); raw log2 enrichment is provided (scoreColumns include 'log2 (E1react/display)'), with the main score normalized to WT=1 and nonsense=0. The underlying assay is log2 enrichment, so map to Fitness/LOG2_ENRICHMENT where higher enrichment implies stronger function.	0.8702605425500001	1.08973945745	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000038-b-1.scores.csv
urn:mavedb:00000038-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Yeast display binding selection scored by EMPIRIC log ratios of E1-reactive to HA-displaying cells; raw log2(E1react/display) is provided (‘log2 (E1react/display)’ column), indicating a log2 enrichment-based selection rather than absolute Kd measurement. Scores were further normalized to WT=1 and nonsense=0, but the underlying measurement is log-ratio enrichment.	0.927	1.066	75	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000038-a-1.scores.csv
urn:mavedb:00000039-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[0.0, 0.0]	False	False	False	False	Metadata states scores are selection coefficients derived from growth rates with WT-centered interpretation (null-like scored -1), indicating a monotonic fitness measure relative to WT; best match is Fitness LOG2_ENRICHMENT (CENTERED_0, WT~=0).	-0.4814116454	0.2014116454	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000039-a-1.scores.csv
