urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale
urn:mavedb:00000036-a-1	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	false	false	false	false	ShortDescription states a Y2H assay with interactor OBFC1; datasetColumns include experimental scores. This maps to Interaction/TWO_HYBRID with higher signal indicating stronger interaction. No thresholds provided.
urn:mavedb:00000036-a-2	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	false	false	false	false	ShortDescription explicitly states a yeast two-hybrid (Y2H) assay with interactor AP2B1; datasetColumns include experimental and predicted scores but assay is Y2H, matching Interaction/TWO_HYBRID row with WT-centered, unitless scores.
urn:mavedb:00000037-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	EMPIRIC bulk growth competition in yeast; scores reflect mutation effects on growth/fitness (methodText, abstractText).
urn:mavedb:00000038-b-2	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Yeast display binding selection with FACS and deep sequencing quantifies enrichment/depletion of bound cells; methodText states EMPIRIC log ratios using ratio of E1-reactive to HA-displaying cells, and datasetColumns include raw 'log2 (E1react/display)'. Although a normalized 0–1 score is provided, the raw log2 enrichment column matches Fitness LOG2_ENRICHMENT semantics.
urn:mavedb:00000038-b-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Yeast display selection for E1 binding quantified by EMPIRIC log ratios (E1-reactive/display); raw log2 enrichment is provided (scoreColumns include 'log2 (E1react/display)'), with the main score normalized to WT=1 and nonsense=0. The underlying assay is log2 enrichment, so map to Fitness/LOG2_ENRICHMENT where higher enrichment implies stronger function.
urn:mavedb:00000038-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Yeast display binding selection scored by EMPIRIC log ratios of E1-reactive to HA-displaying cells; raw log2(E1react/display) is provided (‘log2 (E1react/display)’ column), indicating a log2 enrichment-based selection rather than absolute Kd measurement. Scores were further normalized to WT=1 and nonsense=0, but the underlying measurement is log-ratio enrichment.
urn:mavedb:00000039-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[0.0, 0.0]	false	false	false	false	Metadata states scores are selection coefficients derived from growth rates with WT-centered interpretation (null-like scored -1), indicating a monotonic fitness measure relative to WT; best match is Fitness LOG2_ENRICHMENT (CENTERED_0, WT~=0).
urn:mavedb:00000039-a-4	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Method states growth rates were converted into selection coefficients and reported as the score, which are monotonic and typically centered at WT≈0; this fits Fitness LOG2_ENRICHMENT semantics best. 'Null-like' annotated as -1 is a sentinel and does not alter monotonicity.
urn:mavedb:00000039-a-2	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	MethodText states growth rates were converted into selection coefficients and reported as the score; selection coefficients are typically relative to wild type (WT≈0), consistent with Fitness LOG2_ENRICHMENT. Null-like variants given negative scores (-1) further support centered, monotonic fitness semantics.
urn:mavedb:00000039-a-3	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	MethodText states growth rates were converted into selection coefficients and reported as the score; selection coefficients are typically centered at WT≈0, and 'null-like' variants have very negative scores (e.g., -1), indicating lower fitness. This matches a monotonic fitness assay anchored at WT.
urn:mavedb:00000039-a-5	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[0.0, 0.0]	false	false	false	false	MethodText states growth rates were converted into selection coefficients and reported as scores; null-like variants set to -1 indicate deleterious fitness and WT-centered semantics (WT≈0), matching a monotonic fitness assay.
urn:mavedb:00000039-a-6	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[0.0, 0.0]	false	false	false	false	MethodText states growth rates were converted to selection coefficients and used as the score; selection coefficients are typically centered at WT≈0 and lower values indicate reduced fitness. 'Null-like' variants have score -1, supporting higher-is-function monotonic fitness semantics.
urn:mavedb:00000039-a-7	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Scores are selection coefficients derived from growth rates under a defined promoter; null-like variants assigned -1 indicate lower scores reflect reduced fitness relative to WT, consistent with a fitness measurement centered around WT≈0.
urn:mavedb:00000040-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[-0.5, NA]	false	false	false	false	MethodText states scores are the slope of log2(variant count / WT count) versus time (WT generations), with -0.5 considered null-like. This is a WT-anchored log2 enrichment over time, matching Fitness/LOG2_ENRICHMENT (centered at WT≈0; higher indicates better fitness).
urn:mavedb:00000040-a-4	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[-0.5, NA]	false	false	false	false	MethodText states log2 ratio of variant count to wild type at each time point, with final score as slope vs time in wild type generations; scores centered around WT≈0 with -0.5 considered null-like, indicating a monotonic fitness (log2 enrichment) measure relative to WT.
urn:mavedb:00000040-a-2	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[-0.5, NA]	false	false	false	false	Method states scores are the slope of log2(variant/WT) ratios over time (in WT generations), with -0.5 called null-like, matching Fitness LOG2_ENRICHMENT centered at WT~=0.
urn:mavedb:00000040-a-3	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[-0.5, NA]	false	false	false	false	MethodText states scores are the slope of log2(variant/WT) over time in WT generations; WT-like slopes ~0 and -0.5 considered null-like, consistent with Fitness LOG2_ENRICHMENT centered at WT=0.
urn:mavedb:00000041-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Scores were computed by Enrich2 with wild-type normalization from a yeast growth selection (methodText, abstractText), yielding log2 enrichment centered on WT; an additional activity_score = -1*score is provided but the primary assay is fitness-based enrichment.
urn:mavedb:00000041-b-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Scores were computed by Enrich2 with wild-type normalization; the primary 'score' is a log2 enrichment relative to WT (negative indicates depletion). An additional 'activity_score' is defined as -1*score to reflect inferred kinase activity, but the experimental measurement is fitness-based log2 enrichment centered at WT.
urn:mavedb:00000042-a-1	Abundance	AbundanceSubtype	TOTAL_EXPRESSION	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	AbundanceInterpreter	[NA, NA]	false	false	false	false	Method bins cells by EGFP fluorescence (lowest abundance=1, highest=4) and computes a weighted-bin score; this is a monotonic readout of total protein abundance for an N-end rule reporter. No explicit WT normalization is described, but the assay semantics match Abundance/TOTAL_EXPRESSION best.
urn:mavedb:00000043-a-2	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Variant frequencies were compared between IL-3 vs no-IL-3 conditions and scored as log ratio enrichment using Enrich2 with wild-type count normalization (“log ratio enrichment scores” and “wild-type count normalisation”), which matches a fitness log2-enrichment assay.
urn:mavedb:00000043-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	MethodText describes Enrich2-derived log ratio enrichment comparing unselected plasmid library to cells after selection in growth factor-free media, with wild-type count normalization; higher enrichment indicates growth advantage (fitness).
urn:mavedb:00000044-a-2	Abundance	AbundanceSubtype	CELL_SURFACE_TRAFF	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	AbundanceInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is the change in log(MFI) relative to average wildtype expression, with positive indicating improved expression; MFI in yeast display reflects cell-surface expression/trafficking. Despite the title mentioning binding, the score definition matches an abundance/trafficking metric normalized to WT.
urn:mavedb:00000044-a-1	Binding	BindingSubtype	PKD	HIGHER_IS_FUNCTION	CENTERED_0	WT delta~=0	pKd	BindingInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is the change in log10(KD,app) relative to wildtype, polarized so positive indicates improved binding; this is equivalent to a delta pKd (higher = stronger binding), centered at WT≈0.
urn:mavedb:00000044-b-1	Abundance	AbundanceSubtype	CELL_SURFACE_TRAFF	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	AbundanceInterpreter	[NA, NA]	false	false	false	false	MethodText: score is change in log(MFI) relative to average wildtype, with positive indicating improved expression; yeast surface display MFI reflects cell-surface expression/trafficking, WT-anchored and monotonic higher-is-function.
urn:mavedb:00000044-b-2	Binding	BindingSubtype	PKD	HIGHER_IS_FUNCTION	CENTERED_0	WT delta~=0	pKd	BindingInterpreter	[NA, NA]	false	false	false	false	Method text states the score is the change in log10(KD,app) relative to average wildtype binding, with the sign polarized so positive indicates improved binding. This is effectively a WT-centered delta of negative log10(KD) (pKd), which maps to Binding/PKD with higher-is-function and centered at WT~=0.
urn:mavedb:00000045-h-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Title and shortDescription indicate yeast toxicity measured by change in variant frequency during outgrowth; methodText describes barcode tracking over time. This matches a fitness selection with log2 enrichment scores centered around WT.
urn:mavedb:00000045-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	ShortDescription and methodText state variants’ toxicity was inferred from their change in frequency during yeast outgrowth (a selection over time), which corresponds to log2 enrichment-based fitness. Title confirms yeast toxicity selection; expression/FACS is mentioned but described as additional experiments, not the primary score here.
urn:mavedb:00000045-b-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Metadata states toxicity quantified by change in variant frequency during yeast outgrowth with induced expression (shortDescription; methodText), which is a standard log2 enrichment fitness assay; title indicates selection in geldanamycin-treated yeast.
urn:mavedb:00000045-c-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	ShortDescription and methodText state toxicity was quantified by change in variant frequency during yeast outgrowth with aliquots over time, which matches DMS fitness log2 enrichment; single score column indicates a single fitness metric.
urn:mavedb:00000045-d-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	ShortDescription states toxicity determined by change in frequency during yeast outgrowth, and MethodText describes time-course selection with induced expression—consistent with a log2 enrichment fitness DMS; title confirms yeast toxicity selection.
urn:mavedb:00000045-e-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	ShortDescription and methodText state variant toxicity quantified by change in frequency during yeast outgrowth with timepoint sampling, consistent with log2 enrichment fitness scoring; title indicates yeast selection under menadione; the primary scoreset is the frequency-based toxicity measurement, not the separate expression FACS experiment.
urn:mavedb:00000045-f-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	ShortDescription and methodText state toxicity quantified by variant frequency changes during yeast outgrowth with timepoint sampling and barcoded library, consistent with log2 enrichment-based fitness DMS; no binding or reporter specifics; GFP sorting noted but the described scoreset is toxicity via frequency change.
urn:mavedb:00000045-g-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Method and shortDescription state variant toxicity was inferred from change in frequency during yeast outgrowth, consistent with log2 enrichment fitness DMS; standard WT-centered scoring is typical for such assays.
urn:mavedb:00000045-i-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	Method and shortDescription indicate selection in yeast measuring change in variant frequency during outgrowth (toxicity selection), which corresponds to log2 enrichment-based fitness; higher enrichment reflects better growth/less toxicity.
urn:mavedb:00000045-j-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	false	false	false	false	ShortDescription states toxicity was determined by change in frequency during yeast outgrowth; MethodText describes selection over time with induced expression, consistent with log2 enrichment-based fitness.
urn:mavedb:00000045-k-1	Abundance	AbundanceSubtype	TOTAL_EXPRESSION	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	AbundanceInterpreter	[NA, NA]	false	false	false	false	Metadata describes GFP-fused alpha-synuclein with yeast cell sorting by fluorescence to estimate expression level (title, shortDescription, methodText). This aligns with Abundance TOTAL_EXPRESSION; no evidence of non-monotonic or alternative assay types.
